"STATUS","CONTAIN","DATE"
"ham","Udh dpn vake revo",2017-03-05 09:43:00
"ham"," Ok",2017-03-05 09:39:00
"spam","Gratis 1 bulan Spotify Premium khusus FreedomCombo. Bisa bebas dengar musik,bikin playlist sepuasnya tanpa iklan dgn Spotify Premium. Aktifkan di *123*123# CVI1",2017-03-05 08:53:00
"spam","Diskon s.d. 100rb untuk pembelian tiket transportasi & perjalanan di TWALLET. S&K berlaku. Info tsel.me/tappromo",2017-03-05 08:31:00
"spam","Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#
",2017-03-05 07:46:00
"spam","Buruan aktifkan paket internet cepat Telkomsel hanya Rp8ribu dengan kuota mulai dari 500MB khusus Sabtu & Minggu. Aktifkan Paketnya di *363#.SKB",2017-03-05 07:46:00
"spam","BELI 1 GRATIS 1 untuk jenis minuman apa saja. Tukarkan SMS hari ini di Starbucks Asia Afrika Bandung. Limited Stock. T&C apply. Promo *606#",2017-03-04 17:36:00
"spam","Beli 6 Gratis 6 Donut dari DUNKIN DONUTS BORMA SETIABUDI. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#",2017-03-04 09:14:00
"spam","Jaga kerahasiaan PIN TCASH Anda. Jgn pinjamkan stiker TCASH & beri PIN kpd orang lain. Ubah PIN secara berkala. Info akses *800# / aplikasi TWALLET.",2017-03-04 08:44:00
"spam","Beli 6 Gratis 6 Donut dari DUNKIN DONUTS JL. DALEM KAUM NO 57. Tukarkan SMS ini segera. Hanya berlaku untuk hari ini. Selama persediaan masih ada. Promo *606#",2017-03-04 08:40:00
"spam","YEAY! Free Ice Lemon Tea / Cashback up to 20% di Auntie Annes setiap Sabtu & Minggu. Khusus utk pengguna TCASH TAP! S&K Berlaku. Info klik tsel.me/tappromo",2017-03-04 08:40:00
"ham","Oke saya otw",2017-03-03 20:19:00
"ham","Teh nunggunya di mana",2017-03-03 20:17:00
"ham","Ok",2017-03-03 20:14:00
"ham","Ok",2017-03-03 20:13:00
"spam","Sahabat Indosat Ooredoo, Dompetku kini menjadi PayPro. Nikmati berbagai kemudahan, bayar apa saja, dimana saja semakin mudah. Klik im3ooredoo.com/paypro CVI9",2017-03-03 17:30:00
"spam","Hemat internetan saat Umroh cuma Rp199rb/30hr,bonus kuota internet 1GB.Berlaku di semua operator Arab Saudi.Tanpa setting & tanpa ganti kartu.Tkn *122*1*2# PAI2",2017-03-03 12:58:00
"ham","(CITITRANS)CT: Please use this code, 780674 to verify your number",2017-03-03 09:50:00
"ham","Ok.. D tggu ya kak",2017-03-03 08:19:00
"spam","Gratis Admin utk beli Pulsa Telkomsel khusus via Aplikasi TWALLET! Tersedia nominal mulai Rp 10ribu. S&K Berlaku. Info tsel.me/tappromo",2017-03-02 16:21:00
"spam","YEAY! Cashback 50% di Haagen-Dazs tiap Selasa&Kamis! Diskon 10% hari lainnya. Khusus transaksi dg TCASH TAP. S&K berlaku. Info tsel.me/tappromo",2017-03-02 12:38:00
"spam","Simpan foto dan video kamu di Incloud, dan dapatkan gratis storage 25GB selama 6 bulan. Unduh aplikasinya sekarang di bit.ly/incloud2 SPI1",2017-03-02 12:22:00
"spam","Starbucks Pay 1 For 2 all variant all size #pakeTCASH TAP Senin-Jumat. Hanya brlaku di Yogya, Surabaya, All Bandara, s.d. 30 April 17.SKB.Info tsel.me/starbucks",2017-03-02 09:19:00
"ham","02/03/2017 06:13 Pada No. Rek 378088918 ada dana masuk sebesar Rp 950.000,00. Saldo akhir: Rp 1.036.074,00.Berita: 0378088918 20170302175189653.",2017-03-02 06:13:00
"spam","Pelanggan 085722688068, Kamu dapat 1 Pesan Chat. Hubungi *700*2# untuk baca. Pesan akan dihapus dlm 5 menit. Silakan hub *700*2# skrg",2017-03-01 20:06:00
"spam","Dengan IM3 Ooredoo, komunikasi tetap nyaman selama di Tanah Suci. Internetan hanya Rp35rb/hari, berlaku di semua operator Arab Saudi. Info: *122*1# PAI3",2017-03-01 17:31:00
"ham","Bonus pulsa Rp25ribu dgn lakukan 3 transaksi finansial (transfer bank lain, bayar tagihan, isi pulsa) di CIMB Clicks s/d 15Mar17. S&K berlaku. Info 14041",2017-03-01 16:35:00
"spam","Tanpa ganti nomor! Beralih ke Freedom Postpaid, Unlimited 4G, Unlimited Nelp&SMS mulai Rp59rb. Kunjungi Gerai Indosat Ooredoo. Info: http://ore.do/1OxJvI7 PAI1",2017-03-01 09:32:00
"spam","Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu",2017-03-01 08:46:00
"ham","Posisi dmn bu",2017-02-28 20:01:00
"spam","Cuma nonton film bisa dpt kesempatan punya handphone? Caranya cukup download iflix skrg di im3.do/iflix dan tonton filmnya. Info hubungi website kami. CVI6",2017-02-28 16:56:00
"ham","Y bu",2017-02-28 08:28:00
"spam","Gratis biaya admin untuk pembayaran BPJS menggunakan TCASH!  Akses melalui *800#. Syarat & ketentuan berlaku. Info klik tsel.me/tappromo",2017-02-28 08:04:00
"spam","Diskon 20% di Shihlin setiap hari! Khusus pengguna TCASH TAP! Dptkn stiker TCASH TAP di GraPARI & Alfamart terdekat. S&K berlaku. Info tsel.me/tappromo",2017-02-28 08:03:00
"ham","Ya udah",2017-02-28 07:41:00
"ham","Go Mobile
28Feb17 07:40
6137131397
Transfer Dana
D 0076078351xxx0
C 49085722688068
TIARA
IDR 100,000.00
Sukses.",2017-02-28 07:40:00
"ham","28/02/2017 07:40:08 Silakan gunakan passcode 2262 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-02-28 07:40:00
"spam","sekarang.",2017-02-27 20:08:00
"spam","BONUS PULSA 50% dari Indosat Ooredoo. CUMA dgn isi ulang MINIMUM 25rb. Segera isi ulang pulsa Indosat Ooredoo kamu. Promo ini hanya berlaku 3 hari dari",2017-02-27 20:08:00
"spam","Temanmu pernah pake iRing keren Letto - Ruang Rindu ,mau juga? Balas SMS dgn Mau Promo 3hr.",2017-02-27 18:42:00
"ham","Sisa kuota 2.0GB+ BONUS 4G:5.0GB,STREAM ON 500.0MB(iflix&Spotify). Beli EXTRA Kuota atau upgrade FREEDOM COMBO di*123# atau im3.do/mc",2017-02-27 17:39:00
"ham","Sekarang dg DATA ROLLOVER, kuota utama kamu Gak hangus pd saat perpanjangan pkt internet yg sama atau beli pkt yg lbh besar. Cek info *123# atau im3.do/mc",2017-02-27 17:38:00
"ham","Sisa Kuota Utama&DATA ROLLOVER kamu sebelumnya sebesar 0MB berhasil diakumulasi. Total Kuota DATA ROLLOVER&Kuota Utama 2048MB, brlaku sd 29/03/2017 17:38",2017-02-27 17:38:00
"spam","Pelanggan 085722688068, kamu dapat 1 pesan, bonus telp & video cantik. Hub *323*6# utk baca pesan. Pesan akan dihapus dalam 5 menit, hub *323*#",2017-02-27 14:45:00
"ham","Selamat Anda mendapatkan perlindungan dari PasarPolis.com. Segera daftar di http://bit.ly/2jY1FnY  Gratis tiket nonton utk 500 pendaftar pertama. Info S&K 14041",2017-02-27 14:37:00
"ham","Apakah Anda yakin mendaftar paket Freedom M Rp 59rb/30hr? Sisa kuota 24jam dari paket sebelumnya (Freedom M Rp 59rb/30hr) akan di akumulasikan, balas OK jika setuju,BATAL jk tdk stuju",2017-02-27 12:25:00
"ham","Registrasi paket Anda sedang diproses. Pastikan setting APN : indosatgprs. User & passwd dikosongkan. Restart HP Anda setelah registrasi berhasil.",2017-02-27 12:24:00
"ham","Udh ibu isi pulsa ya",2017-02-27 10:21:00
"spam","TOPUP pulsa Rp 100000 berhasil via I-BANKING CIMB_NIAGA kode trx 0227101608023536. Pulsa anda saat ini Rp 100000. Terima kasih telah menggunakan INDOSAT OOREDOO",2017-02-27 10:16:00
"spam","Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet",2017-02-27 08:06:00
"spam","Gratis biaya admin untuk pembayaran BPJS menggunakan TCASH!  Akses melalui *800#. Syarat & ketentuan berlaku. Info klik tsel.me/tappromo",2017-02-27 08:06:00
"spam","Ayam (syp/paha bwh),Nasi,Ades Rp.18.181. Add on CD Bebi Glenn Rp.22.727. Tkr SMS hari ini di CFC TMII. Selama persediaan msh ada. Promo*606#",2017-02-26 19:02:00
"spam","SEMUA DAPAT BONUS !! Cuma Isi ulang 50rb hari ini 26 Febuari 2017 dapatkan BONUS PULSA 50rb. Bonus berlaku 1 hari (00-24) ke sesama Indosat Ooredoo",2017-02-26 19:02:00
"ham","Travelingnya happy, terbangnya aman, hotelnya nyaman karena dapat diskon AGODA 7% + Asuransi Gratis 25 Jt! Buruan ke sini http://bit.ly/AktifkanSekarang",2017-02-26 13:14:00
"spam","Gratis 1 bulan Spotify Premium khusus FreedomCombo. Bisa bebas dengar musik,bikin playlist sepuasnya tanpa iklan dgn Spotify Premium. Aktifkan di *123*123# CVI1",2017-02-26 10:42:00
"spam","Beli 6 Gratis 6 Donut dari DD SPBU TB SIMATUPANG (SAMPING GDG PERTANIAN). Tukar SMS ini segera.Hanya berlaku untuk hari ini.Selama persediaan msh ada.Promo*606#",2017-02-26 09:49:00
"spam","Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet",2017-02-26 08:04:00
"spam","Buruan aktifkan paket internet cepat Telkomsel hanya Rp8ribu dengan kuota mulai dari 500MB khusus Sabtu & Minggu. Aktifkan Paketnya di *363#.SKB",2017-02-26 07:24:00
"spam","Kuota internet Kamu habis. Nikmati BONUS4G, STREAM ON,Nelp SMS. Beli EXTRA Kuota/UpgradeFREEDOMCOMBO! di*123# . Kelebihan pakai tarif per KB",2017-02-25 20:38:00
"ham","LIMITED OFFER! 20% pembelian produk. Berlaku sampai 28 Februari 2017. S&K berlaku. Kunjungi ERHA terdekat. www.erha.co.id",2017-02-25 17:05:00
"spam","Kamu pakai internet dg tarif per KB.Pemakaian sampai saat ini Rp 19300. Bebaskan diri dr tarif per KB dg FREEDOMCOMBO! DOUBLE KUOTA,UNLIMITED Nelp,SMS. Dftr *1",2017-02-25 15:05:00
"spam","Sisa kuota 10 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-25 15:02:00
"ham","Sisa kuota 10.0MB+ BONUS 4G:0.0KB. Beli EXTRA Kuota atau upgrade FREEDOM COMBO di*123# atau im3.do/mc",2017-02-25 15:00:00
"spam","Pulsamu Rp 0.00. Mau PULSA SOS 2000? Aktif sd H   1, Rp2000   Bea Jasa Rp500 akan dipotong saat Isi Pulsa.Balas YA ke 505",2017-02-25 15:00:00
"spam","Sisa kuota 41 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-25 13:43:00
"spam","Harga spesial Rp 20ribu di Hoka Hoka Bento untuk Simple Set Teriyaki khusus untuk pengguna TCASH TAP! S&K Berlaku. Info klik tsel.me/tappromo",2017-02-25 08:40:00
"spam","YEAY! Kejutan cashback & freebies dg TCASH TAP! Terus #pakeTCASH, cek HP kamu & dapatkan kejutannya. S&K berlaku. Info cek tsel.me/yeay",2017-02-25 08:34:00
"spam","Sisa kuota 94 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-25 00:47:00
"spam","Sisa kuota 98 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-24 22:12:00
"ham","Ok mba ara",2017-02-24 20:49:00
"ham","mba Tiara mohon tnggu d dpn mie ayam pulsa ya#gojek",2017-02-24 20:48:00
"ham","mba Tiara pk bj ap?",2017-02-24 20:48:00
"spam","WWW.SAKONGSA.COM (sbo,maxbet,cbo855,sabung aym,togel,poker,minigame) PROMO NEWMEMBER depo 100rb dpt 100rb,join skrg & menang bersm kami! klaim SKS168 di lvchat",2017-02-24 19:54:00
"spam","TIPS HEMAT DATA: pakai resolusi 480p ketika menonton video online, temukan di setting layanan video yg kamu nikmati. Ini akan membuat pemakaian data lbh hemat",2017-02-24 19:00:00
"spam","Nikmati mudahnya beli paket internet di MyTelkomsel. Info paket dan quota lengkap, temukan di halaman Paket Internet. Aktifkan di tsel.me/1",2017-02-24 16:45:00
"ham","Hati-hati thd penipuan yg mengatasnamakan Bank/operator selular. Kami tdk prnh minta User ID, PIN, Passcode, Password CIMB Clicks & Go Mobile dgn alasan apapun.",2017-02-24 14:47:00
"ham","Hati-hati thd penipuan yg mengatasnamakan Bank/operator selular. Kami tdk prnh minta User ID, PIN, Passcode, Password CIMB Clicks & Go Mobile dgn alasan apapun.",2017-02-24 14:47:00
"spam","Gratis biaya admin untuk bayar tagihan listrik / beli token listrik pakai  TCASH!  Akses melalui *800#  atau aplikasi TWALLET. SKB. Download di  tsel.me/twallet",2017-02-24 13:39:00
"spam","Bagikan rezeki-mu melalui TCASH. Hubungi *800#, pilih menu pembayaran, lalu pilih menu donasi. ",2017-02-24 13:38:00
"spam","Konfirmasi UBER lebih CEPAT? Aktifkan NELP MURAH ke semua operator 15rb/minggu utk 50mnt. Ketik GO ke 929 pnawaran blaku sd25-02-17.",2017-02-24 09:24:00
"spam","KHUSUS untuk kamu! Bisa bebas dengerin musik, bikin playlist sepuasnya, dan tanpa iklan dgn Spotify Premium. Ayo aktifkan sekarang juga di *123*123# CVI1",2017-02-24 08:52:00
"spam","Mau kumpul santai bareng teman-teman saat weekend? Ayo janjian di Yakun Kaya Toast. Diskon 20% pakai DOMPETKU! Info klik di http://bit.ly/dmpyakun MFI2",2017-02-24 08:43:00
"ham","Sy sudah sampai ",2017-02-24 08:18:00
"ham"," Siap",2017-02-24 08:15:00
"spam","Sisa kuota 217 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-24 00:17:00
"spam","Sisa kuota 296 MB. Nikmati BONUS4G,STREAM ON,Nelp SMS.Beli EXTRA Kuota/Upgrade FREEDOM COMBO! Tekan*123# atau im3.do/mc .Kelebihan pakai tarif per KB",2017-02-23 19:46:00
"spam","Harga spesial mulai Rp.7000 di 7-Eleven untuk hot coffee/beverages khusus dengan TCASH TAP! S&K Berlaku. Info tsel.me/tappromo",2017-02-23 08:10:00
"spam","Nikmati diskon 25% di Kenny Rogers setiap hari! Khusus pengguna TCASH TAP! Dptkn stiker TCASH TAP di GraPARI terdekat. S&K berlaku. Info tsel.me/tappromo",2017-02-23 08:10:00
"spam","Terimakasih telah menggunakan internet di Jaringan data terkuat IndosatOoredoo 4Gplus. Info: *123# atau http://mycare.indosatooredoo.com",2017-02-23 01:03:00
"spam","Terimakasih telah menggunakan internet di Jaringan data terkuat IndosatOoredoo. Info: *123# atau http://mycare.indosatooredoo.com",2017-02-23 00:27:00
"spam","Ayo isi pulsa IM3 Ooredoo kamu dan dapatkan Voucher Rp50ribu Ranch Market & Farmers Market dari kesupermarket.com Klik di bit.ly/topupindosat SPI1",2017-02-22 11:17:00
"spam","YEAY! Free Ice Tea atau Cashback up to 30% dg transaksi  di AH Resto! Hanya untuk pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo",2017-02-22 08:29:00
"ham","mba sy d depan ya",2017-02-21 21:37:00
"ham","oh ya udah kl gt mba.. sy jalan dr kalisari ya mba..",2017-02-21 21:10:00
"ham","sy sih gpp mba.. cm takutnya ga enak bertamu malam2..",2017-02-21 21:05:00
"ham","mba.. sdh ada d rmh ? sy ke situ malam ini gpp mba ?",2017-02-21 21:03:00
"spam","Hanya dengan Isi ulang akumulasi 150rb sebelum 24 Febuari 2017, Dapatkan GRATIS 3GB berlaku 30 hari. Mau? Ayo buruan isi ulang sekarang juga.",2017-02-21 20:53:00
"spam","Raih kesempatan mendapat Smartphone keren, cukup download iflix skrg & tonton film sebanyak2nya. Unduh iflix di im3.do/iflix Info kunjungi website kami. CVI2",2017-02-21 16:34:00
"ham","maaf mba baru balas .. iya nanti mlm stngah 9 ya mbaa",2017-02-21 16:08:00
"spam","Harga spesial Rp 75ribu atau Disc 44% utk tiket Jungle Land. Khusus pengguna TCASH TAP! S&K Berlaku. Info tsel.me/tappromo",2017-02-21 12:03:00
"spam","Cashback 50% setiap di Haagen-Dasz Selasa&Kamis / 10% hari lainnya khusus dengan TCASH TAP! S&K berlaku. Info tsel.me/tappromo",2017-02-21 12:03:00
"spam","Dapatkan hasil investasi yg bersaing dgn deposito, segera maksimalkan hasil Investasi Anda dgn fitur Auto-Invest di DOMPETKU! Info: http://bit.ly/bnp2211 MFI2",2017-02-21 09:41:00
"ham","mba.. sy br plng. kayaknya sy br bs visite bsk malam ke rmh.. ",2017-02-20 22:03:00
"ham","boleh bu..bs dijadwalkan bu .. kalau ibu minta agak malam gpp saya malah bs bu .. tp kalau mau scpatnya mgkin besok dibuatkan notes nya saja.. sy biasa house call jam segini bu",2017-02-20 17:17:00
"ham","iya sy dgn drh. indah nba.. biaya per periksa perekor ... kl utk house call tergantung dengan jauh dekatnya.. ",2017-02-20 17:10:00
"spam","Pelanggan 085722688068, Ada yang Ngajak Kamu Chatting. Hubungi *858*11# untuk baca. Pesan akan dihapus dalam 5 menit. Silakan hubungi *858*11# sekarang.",2017-02-20 16:19:00
"spam","Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 20/02/17",2017-02-20 15:30:00
"spam","Disc 50% setiap Senin, 10% di hari lainnya di Coffee Bean dgn TCASH TAP! Dapatkan stiker TCASH TAP di graPARI terdekat. Info tsel.me/tappromo",2017-02-20 12:04:00
"spam","Hari Senin saatnya Nonton Hemat hanya 25ribu di Cinema XXI dgn TCASH TAP! Dptkan stiker TCASH TAP di GraPARI terdekat. Info tsel.me/tappromo",2017-02-20 12:03:00
"ham","Posisinya di mana ya bu",2017-02-20 07:55:00
"spam","Beli EXTRA kuota 1GB harga DISKON cuma Rp10rb. Ketik YA9 kirim ke 929 sd. 20/02/17 ",2017-02-19 15:30:00
"spam","YEAY! Kejutan cashback & freebies dg TCASH TAP! Terus #pakeTCASH, cek HP kamu & dapatkan kejutannya. S&K berlaku. Info cek tsel.me/yeay",2017-02-19 08:24:00
"ham","PT.Pertamina Bina Medika Menerima Karyawan Baru 2017 Dengan Berbagai Jurusan L/P, Info Lengkap Kunjungi : http://www.recruitment-pertamedika.com",2017-02-18 15:54:00
"ham","De aku prgi ya",2017-02-18 15:00:00
"spam","Ayam (syp/paha bwh),Nasi,Ades Rp.18.181. Add on CD Bebi Glenn Rp.22.727. Tkr SMS hari ini di CFC CIBUBUR JUNC. Selama persediaan msh ada. Promo*606#",2017-02-18 12:23:00
"spam","TIPS HEMAT DATA: pakai resolusi 480p ketika menonton video online, temukan di setting layanan video yg kamu nikmati. Ini akan membuat pemakaian data lbh hemat",2017-02-17 13:32:00
"spam","Masukan Username & Password ini di aplikasi Spotify. Username:085722688068 Password:1khF1SpC Mohon lgsg ganti alamat email & password di aplikasi Spotify.",2017-02-17 11:52:00
"spam","Gratis 1 bulan Spotify Premium khusus FreedomCombo. Bisa bebas dengar musik,bikin playlist sepuasnya tanpa iklan dgn Spotify Premium. Aktifkan di *123*123# CVI1",2017-02-17 09:42:00
"ham","Di gloskin ya mbak",2017-02-17 09:06:00
"spam","Nikmati kemudahan mewujudkan impian kamu dan pasangan utk masa depan yg lebih cerah. Cek Dana Bantuan Sahabat di DOMPETKU! Info: http://bit.ly/dmpdbs MFI3",2017-02-16 18:37:00
"spam","Ayo bergabung dgn Freedom Postpaid! Makin rame makin seru, ajak teman & keluarga diskonnya lebih besar. Daftar di http://im3.do/uxU PAI1",2017-02-16 18:23:00
"spam","Voting your Offer. Disc 40%, 1 crispy chicken+1 spicy chicken+ nasi+lotteria tea Rp.26rb. Tukar SMS ini di LOTTERIA terdekat. Berlaku hari ini. SKB. Promo *606#",2017-02-16 11:29:00
"spam","YEAY! Free Ice Tea atau Cashback up to 30% dg transaksi  di AH Resto! Hanya untuk pengguna TCASH TAP. S&K Berlaku. Info tsel.me/tappromo",2017-02-16 10:04:00
"ham","15/02/2017 18:08:02 Silakan gunakan passcode 7791 untuk Login Go Mobile CIMB Niaga. Passcode bersifat RAHASIA. Jangan memberitahukan kepada siapapun!",2017-02-15 18:08:00
"ham","Apakah Anda mencoba mengakses akun Anda dari perangkat lain? Jika ya, mohon klik tautan ini https://api.gojek.co.id/customers/device?token=f192293e-3117-46e9-bac3-1d1473c23113 dalam 72 jam ke depan. Jika tidak, mohon abaikan pesan ini",2017-02-15 18:05:00
"ham","Apakah Anda mencoba mengakses akun Anda dari perangkat lain? Jika ya, mohon klik tautan ini https://api.gojek.co.id/customers/device?token=f192293e-3117-46e9-bac3-1d1473c23113 dalam 72 jam ke depan. Jika tidak, mohon abaikan pesan ini",2017-02-15 18:05:00
"ham","Transaksi travel online pakai CIMB Clicks gratis perlindungan kecelakaan & tiket nonton di Pasarpolis.com. Ayo transaksi & nikmati manfaatnya! Info S&K 14041.",2017-02-15 16:59:00
"ham","WhatsApp code 123-994.

You can also tap on this link to verify your phone: v.whatsapp.com/123994",2017-02-15 16:07:00
"spam","Rezeki Nomplok Dompetku Pengiriman Uang! Kirim uang di Alfamart & dptkan hadiah jutaan rupiah setiap hari.Periode s.d. 28Feb17.Info: http://bit.ly/dmpurna MFI1",2017-02-15 15:24:00
"ham","Telegram code 53784",2017-02-15 14:48:00
"ham","Pak saya di pizza hut ya",2018-02-24 17:43:00
"ham","barusan aku pesen gojek ya",2018-02-23 17:50:00
"ham","waduh lupa ok nanti",2018-02-23 11:11:00
"ham","oya ok",2018-02-22 08:33:00
"ham","iya sesuai, makasih pak",2018-02-20 20:44:00
"ham","Halo pak ini yang pesan gojek, tulisannya:

Happy 53rd Birthday Ebok",2018-02-14 14:57:00
"ham","TRF 8277085722688068 40000",2018-02-13 22:21:00
"ham","TOP XL 08382888813 50000",2018-02-11 22:18:00
"ham","maksud saya siomay bakso yang seblak favorit ya pak",2018-02-10 16:52:00
"ham","yang siomay bakso lv 1, yang tulang ceker lv 3, nambah satu lagi yang siomay bakso lv 2 deh, kuahnya yg rada banyak",2018-02-10 16:52:00
"ham","0857-1915-7661 ini ya pak nomor orang rumahnya",2018-02-09 19:26:00
"ham","oke nanti kupesen",2018-02-09 08:24:00
"ham","nama gedungnya cyber 2 building pak, saya bisa samperin ke pinggir jalannya",2018-02-08 11:17:00
"ham","nama gedungnya cyber 2 building pak, saya bisa samperin ke pinggir jalannya",2018-02-08 11:11:00
"ham","sebentar ya pak saya lg cari kunci, 5 menit lg",2018-02-08 08:55:00
"ham","oya besok aku pesenin gojek",2018-02-07 19:41:00
"ham","TRF ANTARBANK 0220700629579400 500000 ##",2018-02-07 11:31:00
"ham","TRF ANTARBANK 0220700629579400 500000 ##",2018-02-07 11:30:00
"ham","TOP GOPAY CUSTOMER 085722688068 400000 ",2018-02-06 15:16:00
"ham","ga ketemu pak kopi tuku?",2018-02-05 18:19:00
"ham","TOP GOPAY CUSTOMER 085722688068 200000 ",2018-02-05 17:55:00
"ham","TOP GOPAY CUSTOMER 085722688068 200000 ",2018-02-04 13:18:00
"ham","halo pak, saya yang pesen grab, saya tunggu di lobi apartemen aspen tower A ya",2018-02-02 10:03:00
"ham","84",2018-02-02 08:13:00
"ham","TOP XL 08382888813 50000",2018-02-02 08:13:00
"ham","84",2018-01-31 10:50:00
"ham","TOP GOPAY CUSTOMER 085722688068 100000 ",2018-01-31 10:49:00
"ham","TRF ANTARBANK 0220030167998115 3000000 ##",2018-01-29 21:02:00
"ham","TOP GOPAY CUSTOMER 085722688068 100000 ",2018-01-29 08:53:00
"ham","TOP GOPAY CUSTOMER 085722688068 100000 ",2018-01-25 08:48:00
"ham","TOP GOPAY CUSTOMER 085722688068 200000 ",2018-01-23 20:45:00
"ham","yeaaaaayy",2018-01-23 19:06:00
"ham","pak nanti ke lobi tower A masuk aja ya",2018-01-23 08:52:00
"ham","TRF 8848000008242797 124930",2018-01-22 07:52:00
"ham","pak saya nggak ada di rumah nanti bisa cari bel nya aja, di rumah ada orang kok",2018-01-19 12:56:00
"ham","Pak nanti bisa pencet bel nya aja ya di rumah ada orang, kalau nggak nemu belnya nomornya 0222500619",2018-01-19 12:20:00
"ham","TOP GOPAY CUSTOMER 085722688068 100000 ",2018-01-19 12:13:00
"ham","TOP XL 08382888813 50000",2018-01-17 10:35:00
"ham","TOP XL 08382888813 50000",2018-01-17 10:35:00
"ham","TOP 08382888813 50000",2018-01-17 10:34:00
"ham","nomor rumahnya 0222500619, nanti ada belnya sih ngebel dulu aja pak",2018-01-13 14:54:00
"ham","TOP GOPAY CUSTOMER 085722688068 400000 ",2018-01-13 14:41:00
"ham","TOP GOPAY CUSTOMER 085722688068 200000 ",2018-01-11 21:11:00
"ham","TOP GOPAY CUSTOMER 085722688068 200000 ",2018-01-11 21:08:00
"ham","makanan kucingnya di teras ya",2018-01-06 17:47:00
"ham","pak saya lg nggak di sana nanti dipanggil aja ya di depan rumah, kalau ga ada yang jawab bisa ditinggalin di teras depan aja gapapa",2018-01-06 17:38:00
"ham","TOP GOPAY CUSTOMER 085722688068 300000 ",2018-01-06 17:19:00
"ham","TOP GOPAY CUSTOMER 085722688068 300000 ",2018-01-06 17:19:00
"ham","aku beliin makanan sekarang ya tapi pasirnya gabisa kayaknya kalau pakai ojek, kata bapak hari ini nggak ke cibubur dulu",2018-01-06 17:18:00
"ham","pasirnya?",2018-01-06 17:05:00
"ham","mba war makanan kucing tinggal buat berapa kali makan lagi?",2018-01-06 17:04:00
"ham","mas ini di accept yang sama lg ya? di mana? saya kontak kok gabisa",2018-01-01 10:08:00
"ham","brooo",2017-12-31 15:40:00
"ham","jd kamu naik mobil? aku magrib dulu deh baru ke sana",2017-12-30 17:44:00
"ham","iya bisa ga?",2017-12-30 11:56:00
"ham","bust babakaran besok",2017-12-30 11:49:00
"ham","setengah 7 nanti mau liat2 ada belanjaan apa nggak?",2017-12-30 11:49:00
"ham","lah sasa doang yang dateng lol",2017-12-30 09:36:00
"ham","ngantukss..",2017-12-30 06:04:00
"ham","not yet, nobody pick my order, udah pada mau balik?",2017-12-29 19:18:00
"ham","TOP GOPAY CUSTOMER 085722688068 100000",2017-12-29 19:08:00
"ham","ok2 just got home, can I hv ruu address?",2017-12-29 19:04:00
"ham","oh.. yasudah pak gapapa",2017-12-29 18:06:00
"ham","iya pak, oya tadi lupa saya mau bilang saya bawa kucing, tapi saya kandangin kok",2017-12-29 17:48:00
"ham","pak kalau lewat soekarno hatta nanti perempatan ke kiri, rukonya sebelum pom bensin",2017-12-29 17:39:00
"ham","haha yang paling murah ran",2017-12-29 16:31:00
"ham","TOP 085722688068 25000",2017-12-29 15:41:00
"ham","TOP 085722688068 25000",2017-12-29 15:41:00
"ham","gatau nih bingung juga, paling karena telat aku bawa manis2 gitu eskrim atau apa",2017-12-29 13:47:00
"ham","kata ruchi jam 5 di rumahnya bawa makanan sendiri2 yang bisa di sharing ber 9, aku nyusul sih paling jam 6 an gitu",2017-12-29 13:21:00
